,Method_Name,MR_ADD,MR_MUL,MR_PER,MR_INC,MR_EXC,MR_INV,VC_1,VC_2,VC_3,VC_4,VC_5,VC_6,VC_7,VC_8,VC_9,VC_10,VC_11,VC_12,VC_13,VC_14,VC_15,VC_16,VC_17,VC_18,VC_19,VC_20,VC_21,VC_22,VC_23,VC_24,VC_25,VC_26,VC_27,VC_28,VC_29,VC_30,VC_31,VC_32,VC_33,VC_34,VC_35,VC_36,VC_37,VC_38,VC_39,VC_40,VC_41,VC_42,VC_43,VC_44,VC_45,VC_46,VC_47,VC_48,VC_49,VC_50,VC_51,VC_52,VC_53,VC_54,VC_55,VC_56,VC_57,VC_58,VC_59,VC_60,VC_61,VC_62,VC_63,VC_64,VC_65,VC_66,VC_67,VC_68,VC_69,VC_70,VC_71,VC_72,VC_73,VC_74,VC_75,VC_76,VC_77,VC_78,VC_79,VC_80,VC_81,VC_82,VC_83,VC_84,VC_85,VC_86,VC_87,VC_88,VC_89,VC_90,VC_91,VC_92,VC_93,VC_94,VC_95,VC_96,VC_97,VC_98,VC_99,VC_100
30,cal_AbsoluteDiff,1,1,0,0,0,1,0.9675266,1.0836276,1.2608819,0.2188204,-0.8262896,-1.1013619,-0.9259583,-0.81652445,-0.3618005,0.9386001,-0.67521185,-1.0205419,0.12453925,-0.095358625,-0.93363464,1.5880172,-0.998868,2.0443096,-0.856506,1.6217192,2.9974618,-0.5753661,-0.6761744,-0.91200286,0.45325834,-0.9204322,0.4368539,0.08921852,-0.7955837,-0.6937977,-0.1598375,-0.9919169,-0.17069782,-0.03540093,-0.5051913,-0.4484697,1.457133,-0.37633583,-0.80412996,-0.53400916,-0.6555036,-0.5849426,-0.50746167,2.8980079,0.3392687,1.3692402,-0.2719118,0.09638394,-0.32079768,0.2922171,1.5205388,1.6903992,0.23776856,-0.42246473,-0.7482241,-1.1761234,-1.13215,0.46627262,-0.46308678,0.5807816,-0.23756418,-0.22274202,0.5136596,-0.6770067,-0.3726256,-0.86794907,-0.87299865,-0.639487,-0.48051026,-0.5171697,1.464669,-0.7327805,-0.47396192,0.4793081,1.2129011,-0.33895606,-0.07897413,-0.54143655,-0.41609946,1.2136617,0.7993229,-0.15028434,-0.5529685,-0.83960634,-0.9278642,-0.88783485,-0.44055507,0.4079571,-0.25191352,1.929563,-1.1245856,1.357778,0.6024855,1.0080469,0.51513934,-0.3520165,-0.1112073,1.1848971,0.20280576,-0.8981394
31,pooledVariance,1,1,1,0,0,1,1.7734723,1.86339,0.8550383,0.15787826,-0.7962518,-1.126281,-1.3891768,-0.9223317,-0.55732405,1.401875,-0.7976074,-1.177561,-0.11003385,-0.13918698,-1.1270577,1.0711192,-0.92387885,2.530626,-0.85575867,1.523038,3.2608058,-0.63981724,-0.8083934,-1.0080544,1.5015904,-1.33826,0.7582062,-0.00063438783,-0.79119164,-0.90001744,0.7186841,-0.05809739,-0.14668053,-0.35583222,-0.5063153,-0.5699259,1.1532496,-0.4461716,-1.0471944,-0.6472691,-0.71293765,-0.5077829,-0.47964737,3.3091974,1.0376912,1.6192775,-0.24158889,1.1839446,-0.65571785,0.06694419,2.0197513,2.0473394,-0.06237311,-0.22342609,-0.8697528,-1.2490366,-1.14395,0.8107233,-0.5180698,0.6362586,-0.17751928,-0.32309094,0.77647674,-0.7021948,-0.40255433,-1.0187697,-0.9787575,-0.71380746,-0.50094676,-0.5857108,1.4088029,-0.9936936,-0.4878723,1.0723493,1.1604918,-0.4981946,-0.05246415,-0.36123192,-0.5207187,1.3745303,0.6997623,-0.26397285,-0.5485417,-0.9596452,-1.1392395,-1.0958848,-0.44359154,0.84466183,-0.44868764,2.0994627,-1.2693099,1.5490571,0.45226246,1.5220685,0.90883803,-0.36277828,-0.03854928,1.3858736,0.22441958,-0.9277551
32,checkPositive,0,1,1,1,0,1,1.0136739,1.1558423,1.0035977,0.21526566,-0.87760186,-1.2389295,-0.98473155,-0.94494164,-0.34967148,0.8313435,-0.7168721,-1.0805136,0.1159309,-0.10315669,-0.934144,1.4525932,-1.0709934,2.166595,-0.9066569,1.4477462,3.073882,-0.6824702,-0.73803437,-0.9983541,0.57564276,-1.0065788,0.71023244,0.27303508,-0.8262538,-0.89476,-0.31018716,-0.9061343,-0.23185106,-0.27259743,-0.506226,-0.48614782,1.4679189,-0.2086039,-0.9936259,-0.6270779,-0.6854385,-0.49966788,-0.58001363,2.9748416,0.34384277,1.2463385,-0.17704079,0.22308074,-0.3175178,0.30191752,2.1440024,1.2665457,0.17018504,-0.40300286,-0.20089443,-0.9544658,-1.1192721,1.1260854,-0.35816306,0.7099235,-0.3334055,-0.12471838,0.19531001,-0.7382015,-0.40738618,-0.91689163,-0.97709197,-0.7288928,-0.43084046,-0.53681004,1.2979761,-0.91343856,-0.52499384,0.27651712,1.0772074,-0.09824054,-0.46183127,-0.6442581,-0.38550442,1.2704678,0.5648315,-0.049566455,-0.5191773,-0.8278886,-0.8695134,-1.0193325,-0.4655435,0.05522677,-0.1254169,2.0916255,-1.1644998,1.0037812,0.41581976,0.9571664,0.6143073,-0.39607447,-0.0993887,1.1474034,-0.1446968,-0.9250756
33,evalNewton,0,0,0,1,0,0,1.4352015,0.8154132,1.1065836,0.3039532,-0.7981305,-1.1668677,-0.8814048,-0.8495995,-0.38774967,1.3044573,-0.65371704,-0.97478265,0.072264194,-0.23487246,-0.8924273,1.6104571,-0.88099223,2.2130237,-0.87316036,1.7988807,2.6639655,-0.6048511,-0.6972791,-0.93921787,0.7694235,-0.97205764,0.52320474,0.2844395,-0.7913945,-0.69441783,0.0069575217,-0.797687,-0.12622745,-0.043723237,-0.6418349,-0.44320866,1.6804215,-0.31583816,-0.81801414,-0.49109516,-0.6840698,-0.57881397,-0.51736873,2.8439305,0.7699832,1.5546088,-0.11095837,0.21088685,-0.4619779,0.3175584,1.5914487,1.8212794,0.22266825,-0.28061938,-0.8081911,-1.1715208,-1.1493044,0.8215331,-0.35711485,0.69556326,-0.30606914,-0.25832725,0.5285065,-0.5705612,-0.36694637,-0.8925375,-0.92272806,-0.5647626,-0.45931172,-0.47340274,1.5785749,-0.84282494,-0.51601833,0.677833,1.2676159,0.048713624,-0.118176065,-0.42736888,-0.6247719,0.8837613,0.6607808,-0.17859744,-0.54995567,-0.84049207,-0.9920515,-0.854328,-0.44115767,0.49292374,-0.5153379,1.8147783,-1.1329628,1.268779,0.73785055,1.6022078,0.28834286,-0.31803355,-0.20010406,1.4271243,0.4383337,-0.8971821
34,checkNonNegative,0,1,1,1,0,1,0.66685927,1.5177225,1.022076,0.28608215,-0.83645946,-1.1938703,-1.051488,-0.96561265,-0.37152857,0.9058772,-0.731431,-1.0342652,0.18261676,-0.078805864,-0.91922283,1.4548035,-1.0593152,2.0816243,-0.8917589,1.5664672,3.1392398,-0.65947,-0.71778345,-1.014402,0.59480417,-0.9921833,0.49844962,0.23665553,-0.84285325,-0.8219476,-0.3393434,-0.9425111,-0.25549585,-0.2665339,-0.30260345,-0.48221466,1.6253766,-0.38312787,-0.92331177,-0.62924975,-0.68508124,-0.53766507,-0.53272533,2.6705499,0.33102012,1.2096274,-0.2060124,0.14128277,-0.36762202,0.29767352,1.7940989,1.454962,0.19216275,-0.4749623,-0.11701414,-0.8815259,-1.1614186,0.6364941,-0.33938402,0.4969997,-0.34043506,-0.085155845,0.21694162,-0.6916385,-0.4481239,-0.91676855,-0.9385367,-0.6920498,-0.42642495,-0.5756175,1.3822381,-0.8111112,-0.49922916,0.3107198,1.295104,-0.3540839,-0.36665407,-0.6742989,-0.14362256,1.3736494,0.62238646,-0.04814255,-0.5033701,-0.8028317,-0.8114832,-0.95683974,-0.46167064,0.13012145,-0.13715227,1.6493931,-1.1317539,1.142025,0.44090256,0.7081971,0.8304714,-0.36940432,0.1080309,1.0187833,-0.13594113,-0.94170636
35,canberraDist,0,0,0,1,1,1,0.9897964,1.3290906,1.0300857,0.4184897,-0.82622445,-1.1897349,-1.033782,-0.78231686,-0.39442426,1.2277801,-0.729637,-1.0912014,0.015087847,-0.15762778,-1.0428482,1.35599,-0.96860415,2.2349045,-0.8390559,1.7065547,2.8199816,-0.609589,-0.54884106,-0.96095026,0.9980208,-1.0396448,0.56397223,0.106937036,-0.8333746,-0.7898151,0.021480443,-0.52456653,-0.12395806,-0.07038299,-0.6218611,-0.46196264,1.7560673,-0.4699636,-1.0270991,-0.6017445,-0.66084504,-0.51610655,-0.49337965,3.0635633,0.73940814,1.3462241,-0.16212603,0.5794258,-0.47375616,0.6697664,1.3840257,2.0194998,0.09857822,-0.31859824,-0.8477008,-1.1927326,-1.149627,0.66139877,-0.41902003,0.55302286,-0.122982085,-0.29964086,0.3693509,-0.61475015,-0.44610798,-0.86686075,-0.9789227,-0.8024273,-0.4917972,-0.56686306,1.3572707,-0.962358,-0.5676343,0.5885944,1.1263546,-0.33660403,0.1969952,-0.58246046,-0.48852786,1.1126956,1.1128845,-0.2978144,-0.5738458,-0.7925041,-1.0069737,-0.897505,-0.44587246,0.6059504,-0.013841508,1.4032235,-1.1236385,1.553409,0.5453801,0.8560701,0.68201864,-0.4338215,-0.10367028,1.1658846,-0.117207326,-0.81868654
36,elemtWise_min,1,1,0,0,0,1,0.6383509,1.0018787,1.4828783,0.07843981,-0.89878243,-1.1487305,-0.90218276,-0.7833737,-0.35565713,0.6246103,-0.73916674,-1.0803905,0.046218812,-0.11038043,-0.9484132,2.1939664,-1.0472295,1.5519508,-0.941682,1.3048769,3.634896,-0.5184096,-0.8498686,-0.8962547,0.3187118,-1.0204183,0.42276642,0.34112003,-0.84560704,-0.691658,-0.43780366,-1.0159487,-0.20879224,0.24113451,-0.490995,-0.48493603,1.2007841,-0.4466355,-0.87079895,-0.54551136,-0.66373694,-0.54101515,-0.49661055,3.3492775,0.18967068,1.1780645,-0.2708696,0.13759957,-0.40344292,0.08591757,1.2189885,1.4090935,0.097023465,-0.34728703,-0.7486535,-1.2510237,-1.2547793,0.37447333,-0.4368399,0.6269365,-0.28761798,-0.30262044,0.33319458,-0.6991293,-0.47071865,-0.8877654,-0.91072416,-0.65013045,-0.47423947,-0.5042999,2.025372,-0.7880329,-0.51238126,0.2752177,1.5228044,-0.32744858,-0.39492837,-0.67577136,-0.36162484,1.2413859,0.3545237,-0.22813112,-0.6304014,-0.8703109,-1.0212758,-0.8779948,-0.45955986,0.17081955,-0.33973646,1.1892921,-1.1996435,1.5462828,0.54252505,0.98312426,0.85735184,-0.4099094,-0.042778533,1.017554,0.15439545,-0.9552552
37,cal_DividedDiff,1,0,0,0,0,0,1.0795473,1.0134832,1.5991738,0.29280177,-0.92217946,-1.2000015,-0.9399669,-0.8271543,-0.38853437,0.7800232,-0.7394254,-1.1545788,0.068583935,-0.14355673,-1.0782528,2.2831395,-0.9710607,2.038401,-0.9505583,1.5112954,3.4934957,-0.5582323,-0.92608106,-0.93532103,0.6341875,-1.1093243,0.45560217,0.2923505,-0.86377007,-0.7182462,-0.1610325,-0.820442,-0.08218951,0.21881975,-0.5559176,-0.52530324,1.4382449,-0.43933076,-0.9728216,-0.58162445,-0.7071479,-0.5761693,-0.48843482,3.8879027,0.32915038,1.8547953,-0.29615292,0.30007437,-0.5212449,0.028880604,1.8053663,1.5892437,0.16268256,-0.367779,-0.8269833,-1.2999759,-1.2839953,0.47144997,-0.4345672,0.72929776,-0.24277318,-0.22503783,0.45440614,-0.72768474,-0.4759228,-0.90610826,-0.9562742,-0.6601533,-0.5088196,-0.5054979,2.0651598,-0.86682934,-0.561326,0.42179006,1.597129,-0.3785294,-0.37108636,-0.65771365,-0.44624653,1.5656865,0.551062,-0.24607724,-0.6329844,-0.9349641,-1.1404757,-0.96407974,-0.4786331,0.09293656,-0.63595706,1.6250976,-1.2469275,1.6788759,0.34363964,1.316939,0.95597476,-0.38931274,-0.17759643,1.3240056,0.28909048,-1.0080831
38,selection_sort,1,1,1,0,0,1,1.3051654,0.9015064,1.4322039,0.4667151,-0.89787966,-1.1760693,-1.0234728,-0.8677441,-0.44187257,0.7772264,-0.69969845,-1.0208079,0.24519446,-0.10856329,-1.0245893,1.6169916,-0.98328274,1.8332809,-0.8674822,1.6421208,2.9410036,-0.5737638,-0.60614276,-1.0177103,0.49632987,-1.0285479,0.456416,0.036678717,-0.8266858,-0.7761796,-0.30581748,-1.0567806,-0.058427148,-0.040105432,-0.47652966,-0.5239018,1.4741968,-0.48824146,-0.9439689,-0.5640906,-0.6676662,-0.6887786,-0.5585166,2.9563282,0.6426951,1.5530221,-0.3039634,0.022877093,-0.5094099,0.13126929,1.8721248,1.9113399,0.5115258,-0.3266147,-0.7352639,-1.2310444,-1.1894555,0.69380647,-0.42266592,0.8656445,-0.32982996,-0.17427295,0.69807595,-0.47471428,-0.3978286,-0.85566837,-0.9625884,-0.6473142,-0.48935142,-0.6452539,1.3367418,-0.8151115,-0.48801595,0.81396085,1.303785,-0.50403154,0.003230742,-0.64606965,-0.31002057,1.223293,0.89078766,-0.24261752,-0.55266863,-0.8258198,-0.8739469,-0.92951936,-0.5040673,0.46151975,-0.37734318,2.075781,-1.1091254,1.5474527,0.37150022,0.9637408,0.71361184,-0.43097192,-0.02355346,1.5163105,0.21104957,-1.0304259
39,manhattanDist2,0,1,0,1,1,1,0.8280196,0.9012985,1.2047015,0.5531596,-0.875263,-1.2913879,-1.0374162,-0.83742815,-0.47603172,1.2749851,-0.820475,-1.052256,0.11969652,-0.12642454,-1.0285884,1.3960617,-1.0830587,2.320574,-0.89320296,1.6198014,3.0424511,-0.58912575,-0.44658053,-1.0021824,0.8573635,-0.99007523,0.61700356,0.08943121,-0.87282354,-0.81081915,-0.26998472,-0.87568086,-0.2429456,-0.027367488,-0.65280616,-0.43199196,1.9852016,-0.63081026,-1.0500683,-0.6424868,-0.6774737,-0.5421408,-0.5126512,2.9833014,0.44138288,1.2748225,-0.1961013,0.26088828,-0.5305012,0.99128675,1.529681,1.6072518,0.24889857,-0.2687476,-0.8487363,-1.2606317,-1.2053694,0.77785194,-0.45499212,0.6865386,-0.22099745,-0.280683,0.22913568,-0.62390494,-0.40779644,-0.8307233,-1.0337546,-0.90395325,-0.47840622,-0.63015956,1.4985182,-1.0028336,-0.5862547,0.24941978,1.0441811,-0.33635178,0.13578519,-0.6300522,-0.5511921,1.0632603,1.1289203,-0.37746674,-0.59621817,-0.7490696,-0.9748765,-0.8818998,-0.4714248,0.5302678,0.30453196,1.5054215,-1.1157255,1.4295676,0.7052208,0.7946099,0.51536435,-0.49087164,-0.013300285,1.0789536,-0.09197206,-0.9345046
40,meanDeviation,1,0,1,0,0,0,1.2209532,1.1479248,0.630459,0.62522966,-0.7683302,-1.2812725,-1.1898754,-0.89935267,-0.56822324,1.702726,-0.8043197,-1.0666007,0.043777112,-0.27171344,-1.038253,0.74546355,-1.0354352,2.9674163,-0.8060626,1.6473515,2.5957425,-0.6973316,-0.36264127,-1.0110942,1.563181,-1.1055324,0.84158933,-0.09895487,-0.8266605,-0.92054373,0.2941981,-0.13587235,-0.24231029,-0.4097211,-0.74410546,-0.4303584,2.093757,-0.40384313,-1.0921772,-0.6438591,-0.7429828,-0.5918134,-0.55398524,2.8752718,0.7715361,1.1928791,-0.034683734,0.8539581,-0.60479647,1.0077697,1.6655579,1.7816097,0.10385237,-0.22026327,-0.96033233,-1.2537585,-1.0733056,1.1604646,-0.44555426,0.58331937,-0.14218818,-0.34979394,0.28300437,-0.5731091,-0.36019528,-0.91783035,-1.0370702,-0.92162895,-0.467289,-0.65375644,0.9292957,-1.1358443,-0.6380409,0.5934757,0.8369948,-0.10532618,0.2528723,-0.4247879,-0.777899,0.838888,1.1328949,-0.41984212,-0.51110816,-0.72673875,-1.0068002,-0.9595057,-0.46234384,0.6808139,0.31506276,1.5450467,-1.1191728,1.1630486,0.6402359,0.9914323,0.33177722,-0.45498094,-0.0872717,1.1812317,-0.15678027,-0.8188163
41,ebeDivide,0,0,0,0,0,0,0.73801464,1.2869964,1.1157632,0.10935754,-0.7999838,-1.1132259,-0.98141485,-0.84477,-0.41429302,0.80806774,-0.6594778,-1.0746517,-0.021993386,-0.08990711,-0.9973903,1.5911255,-1.0270065,1.7870896,-0.86875546,1.3536234,3.1584818,-0.58497053,-0.7947568,-0.92327046,0.6441548,-1.0743911,0.616155,0.2745697,-0.8078929,-0.7388902,-0.0006465968,-0.59122884,-0.24141547,-0.04144223,-0.5445149,-0.5224545,1.1170992,-0.44240445,-0.8892422,-0.46598408,-0.6508847,-0.6108599,-0.49184993,3.235628,0.51288384,1.0571389,-0.28619564,0.6345419,-0.4155115,0.077670425,1.3313962,1.5987962,-0.014139077,-0.43186128,-0.7668711,-1.1759008,-1.1470393,0.5155113,-0.47191778,0.50499076,-0.22035557,-0.29309624,0.31539264,-0.73598766,-0.4213756,-0.8909504,-0.87828875,-0.69758695,-0.4875421,-0.49190304,1.5685915,-0.84797686,-0.51808393,0.44649434,1.1481285,-0.23396567,-0.22523963,-0.5476746,-0.4399113,1.3698747,0.6888256,-0.26013628,-0.5635273,-0.84622633,-0.9882404,-0.9120495,-0.4286577,0.30182174,-0.38264754,1.4190176,-1.1763855,1.4000492,0.612091,0.99678355,0.7682278,-0.40499038,-0.14410554,1.0350574,0.06631689,-0.88296384
42,quantile,1,1,0,0,1,1,1.8332348,1.060952,0.7409263,0.21174501,-0.72553813,-1.0821887,-0.9679378,-0.90162534,-0.36253715,1.344494,-0.62864256,-0.9903653,0.02664306,-0.14056891,-0.89286464,1.1390766,-0.7932488,2.1028855,-0.8034598,2.1280806,2.0808039,-0.5709022,-0.54820156,-0.9924316,0.8488141,-0.8379469,0.45273918,0.03604619,-0.7780374,-0.69429153,0.19627519,-0.92156994,-0.005411333,-0.26446474,-0.6203945,-0.46606067,1.7125942,-0.27606127,-0.83139604,-0.45830378,-0.63313955,-0.62694496,-0.5093938,1.9568503,1.2778286,1.8192897,-0.09005785,0.06775789,-0.27855626,0.31904218,1.4628892,2.6617181,0.14410199,-0.43231925,-0.717313,-1.0765413,-1.0474024,0.5710509,-0.42158002,0.519103,-0.21543969,-0.25054598,0.96754336,-0.54492664,-0.33656937,-0.8891548,-0.8795965,-0.63545996,-0.47570685,-0.58712035,1.1200134,-0.7899001,-0.40447715,1.3591882,1.1094658,-0.32217613,0.24313557,-0.37147486,-0.5194177,0.80381525,1.2848144,-0.13483311,-0.55850774,-0.8359445,-0.8676467,-0.8532662,-0.4294256,0.9426415,-0.16889745,2.274526,-1.0354798,1.2476737,0.6064519,1.6350266,0.057173345,-0.29907173,-0.19556585,1.6237557,0.69948816,-0.78182006
43,ebeAdd,1,1,0,0,0,1,0.9134155,0.8310122,1.1989393,0.09532208,-0.79966915,-1.0953821,-0.8238135,-0.8289485,-0.3682438,0.72280455,-0.5951475,-1.0036571,0.062327307,-0.08654045,-0.9088826,1.7135273,-0.9105955,1.6138037,-0.85758615,1.3576641,2.9488587,-0.55433375,-0.75261503,-0.9103722,0.41661322,-0.93033147,0.45644704,0.33576864,-0.8061355,-0.6290732,-0.17316705,-0.960455,-0.19459379,0.025850836,-0.540868,-0.49313995,1.1199354,-0.41988787,-0.75649256,-0.43585896,-0.6309151,-0.59478605,-0.4854826,2.7826502,0.5724698,1.272463,-0.28645718,0.18561298,-0.35688952,0.08924237,1.3867966,1.6141392,0.097731546,-0.39939585,-0.6974477,-1.129196,-1.145275,0.43330914,-0.44006512,0.5466468,-0.25633916,-0.30606937,0.42849925,-0.6904222,-0.39191902,-0.8355195,-0.84343004,-0.62744963,-0.46812758,-0.47812307,1.6232562,-0.7325283,-0.47642338,0.5774669,1.2259847,-0.16902988,-0.22951469,-0.54372436,-0.41550946,1.1599975,0.706963,-0.21126154,-0.5792644,-0.83346313,-0.91812485,-0.81455225,-0.4302954,0.344449,-0.41663516,1.4636017,-1.1026778,1.2579762,0.6453382,1.2167392,0.51797855,-0.36639634,-0.15635194,1.1175038,0.32962993,-0.8894318
44,hamming_dist,0,0,0,1,1,1,0.6557325,1.1404945,1.2893715,0.16419975,-0.8324469,-1.1181393,-0.9578294,-0.8358094,-0.40661943,0.7167044,-0.6633352,-1.003697,0.151274,-0.021811329,-0.96699923,1.3485616,-1.0397973,2.0516446,-0.8550283,1.4923109,2.8453314,-0.6105354,-0.73809457,-0.95266396,0.5046878,-0.9781217,0.63406,0.15283516,-0.8190392,-0.76782304,-0.386307,-0.9691887,-0.25279412,-0.071318604,-0.5471966,-0.47929218,1.3006727,-0.4490444,-0.91212213,-0.529073,-0.6288819,-0.602791,-0.4965566,3.0305295,0.28804743,1.24703,-0.32055432,0.30644313,-0.42423064,0.18566425,1.8856225,1.4336495,0.20933472,-0.39491203,-0.7361093,-1.2040045,-1.1090776,0.658395,-0.44660574,0.58754045,-0.30784097,-0.18601452,0.23926902,-0.69890374,-0.4144866,-0.82043815,-0.90297073,-0.68295944,-0.4686527,-0.50002766,1.25276,-0.8254171,-0.52368844,0.34799996,1.0612637,-0.34202558,-0.23806265,-0.66002506,-0.44974887,1.3785005,0.66204804,-0.19914211,-0.51403016,-0.79776895,-0.8666462,-0.8988957,-0.44078463,0.14928639,-0.24570358,1.6053957,-1.1312368,1.3369665,0.58628136,0.55840915,0.6388207,-0.3907572,-0.12366685,1.0353812,-0.06412038,-0.98350734
45,add_two_array_values(sum_labeled),0,0,0,0,0,0,0.92606866,2.124726,0.32453743,0.23319466,-0.813294,-1.2663938,-1.2532955,-0.9505717,-0.4516579,1.4898093,-0.81172645,-1.1767354,-0.31020436,-0.22040386,-1.02649,1.1513231,-0.9235288,2.7893717,-0.84710336,1.9404128,2.904678,-0.6952169,-0.76318765,-0.98926175,1.320503,-1.1587704,0.7986467,0.25903326,-0.8467796,-0.92596847,0.12375736,-0.08789622,-0.13962664,-0.2963692,-0.35127056,-0.46367577,2.3210435,-0.27267483,-0.90792435,-0.5568642,-0.7369736,-0.65356386,-0.5332819,3.1289084,0.2355568,1.6011941,0.08624298,1.017291,-0.40331006,0.27943176,1.7011479,1.8605082,-0.45452702,-0.5928732,-0.959529,-1.2849911,-1.1344079,0.7499826,-0.36061603,0.042658582,-0.18900824,-0.16926622,0.17135163,-0.84658873,-0.52300614,-1.0987672,-1.0418297,-0.8482562,-0.46103346,-0.53046113,1.5120564,-0.95577943,-0.6142478,0.5571926,1.3124143,0.1125634,-0.19966629,-0.4448888,-0.26395303,1.300715,0.51409537,-0.22040592,-0.42654872,-0.7738594,-0.97754014,-1.0384369,-0.4546871,0.14947478,-0.074445926,1.2688063,-1.2215042,1.435857,0.54634356,1.0136918,0.76224387,-0.33027387,0.089402586,0.94035816,0.009967759,-0.7493945
46,cnt_zeroes,0,0,1,1,1,0,0.90763485,1.5653389,1.2790812,0.32654247,-0.8514981,-1.167278,-1.1213001,-0.85442847,-0.39603385,0.9053034,-0.7569145,-1.0282383,0.21767427,0.039886497,-1.0446461,1.0339687,-1.0670235,2.5625796,-0.84244,1.8116006,2.6614535,-0.6459883,-0.7051686,-1.0089375,0.6614093,-1.0009767,0.7044964,-0.07909775,-0.808757,-0.86167026,-0.33673826,-0.9822741,-0.1789256,-0.2207303,-0.50465447,-0.46314952,1.6451395,-0.36244008,-1.008014,-0.5648991,-0.64024526,-0.63258624,-0.5116771,3.0611243,0.43229097,1.5447001,-0.31073272,0.26918763,-0.41981915,0.3097983,2.4610426,1.7421576,0.35294798,-0.4155258,-0.7954094,-1.2326887,-1.103217,0.79982036,-0.48535627,0.6746931,-0.30819616,-0.07523508,0.223414,-0.6808636,-0.38711458,-0.86172485,-0.9738655,-0.7116373,-0.4704116,-0.54483604,0.8907337,-0.86755544,-0.5312142,0.5121357,1.0010142,-0.51249504,-0.1675108,-0.64910954,-0.4101042,1.5168078,0.83063346,-0.15813334,-0.48280483,-0.8193261,-0.82304704,-0.9974553,-0.44790214,0.2999476,-0.083499014,2.2420912,-1.146579,1.3599814,0.47833252,0.42571488,0.5868943,-0.3684933,-0.08033025,1.247781,-0.16469261,-0.99791974
47,harmonicMean,1,1,1,0,0,1,0.9632335,2.334411,0.73289245,0.24390233,-0.7879156,-1.1712714,-1.4438579,-0.9006776,-0.5535115,1.1954409,-0.86798394,-1.2072734,-0.12302194,-0.12439434,-1.2436038,0.79046404,-1.0599797,2.7657897,-0.820466,1.371084,2.9870744,-0.69565344,-0.7732626,-0.9846147,1.5527575,-1.3950919,0.98695135,-0.10979952,-0.81523013,-0.97653735,0.52619785,0.23722488,-0.26430458,-0.4066525,-0.49669832,-0.57979596,1.4901918,-0.49390963,-1.1480129,-0.6241745,-0.7083753,-0.5830078,-0.512245,3.8830235,0.7379039,1.2550454,-0.26730442,1.5616275,-0.69138783,0.1427523,1.9891204,1.8865166,-0.12926024,-0.31617627,-0.9740595,-1.2690866,-1.0743989,0.891792,-0.5714553,0.540633,-0.03392971,-0.2634967,0.12581879,-0.70601875,-0.42908743,-0.99817115,-1.0088698,-0.8762236,-0.53593546,-0.591726,0.9054819,-1.0856999,-0.6283669,0.7283792,0.88524795,-0.55688685,0.022138704,-0.48414424,-0.4959597,1.5594659,0.7314653,-0.3668352,-0.48190022,-0.8694169,-1.0421398,-1.1173481,-0.4557725,0.4286137,-0.31624815,1.666762,-1.2559308,1.5611788,0.35615322,0.58870703,1.1345017,-0.43565318,-0.008306657,1.0214342,-0.48201287,-0.8836238
48,find_min,1,1,1,0,0,1,0.7710696,1.142624,1.1478354,0.39956188,-0.8141622,-1.1251603,-0.9930551,-0.8455107,-0.391685,0.75300664,-0.70559067,-0.9739181,0.20929036,-0.12142162,-0.9433069,1.3120172,-1.0382246,1.734089,-0.8315486,1.6310928,2.7335668,-0.56916726,-0.682086,-0.96222866,0.49008766,-0.9748339,0.4810821,0.036499683,-0.8031568,-0.76567394,-0.40214077,-0.93526495,-0.16106544,-0.07278635,-0.43360284,-0.43754467,1.4967873,-0.47276297,-0.88530785,-0.53490865,-0.6574339,-0.63387287,-0.519614,2.648192,0.55128986,1.1855577,-0.3202608,0.1740382,-0.4106265,0.2178744,1.5560874,1.6421025,0.34128746,-0.34145606,-0.70806634,-1.1635671,-1.1791705,0.63399655,-0.43143666,0.71415657,-0.33207032,-0.19529837,0.21679041,-0.6036025,-0.38578832,-0.8663469,-0.9404261,-0.620145,-0.4420646,-0.5619302,1.1998895,-0.7882033,-0.50760394,0.48446706,1.253585,-0.41550156,-0.4140624,-0.66399497,-0.26715386,1.0393753,0.57361543,-0.22739728,-0.5238703,-0.7751479,-0.7584757,-0.8717035,-0.46549523,0.2757226,-0.21312976,1.6514719,-1.0719252,1.22346,0.45079035,0.5908619,0.6451594,-0.40231144,0.03600734,1.201372,-0.0865258,-0.94164926
