,,MR_ADD,MR_MUL,MR_PER,MR_INC,MR_EXC,MR_INV,FM_1,FM_2,FM_3,FM_4,FM_5,FM_6,FM_7,FM_8,FM_9,FM_10,FM_11,FM_12,FM_13,FM_14,FM_15,FM_16,FM_17,FM_18,FM_19,FM_20,FM_21,FM_22,FM_23,FM_24,FM_25,FM_26,FM_27,FM_28,FM_29,FM_30,FM_31,FM_32,FM_33,FM_34,FM_35,FM_36,FM_37,FM_38,FM_39,FM_40,FM_41,FM_42,FM_43,FM_44,FM_45,FM_46,FM_47,FM_48,FM_49,FM_50,FM_51,FM_52,FM_53,FM_54,FM_55,FM_56,FM_57,FM_58,FM_59,FM_60,FM_61,FM_62,FM_63,FM_64,FM_65,FM_66,FM_67,FM_68,FM_69,FM_70,FM_71,FM_72,FM_73,FM_74,FM_75,FM_76,FM_77,FM_78,FM_79
24,elementwise_max,1,1,0,0,0,1,0.666342952086553,0.971878666391148,0.988371853704899,0.971878666391148,0.971878666391148,0.977883070115777,0.990025367038596,0.999165932742655,0.971878666391148,0.971878666391148,0.992953267689526,0.971878666391148,0.971878666391148,1,0.971878666391148,0.988775962114399,0.971878666391148,0.971878666391148,0.971878666391148,0.971878666391148,0.983501602463481,0.971878666391148,0.996537004675456,1,0.999165932742655,0.998992742145775,0.971878666391148,0.971878666391148,0.902171144615887,0.960303095596517,0.999165932742655,0.996289696227758,0.971878666391148,0.996289696227758,0.998055670553419,1,0.986874217756396,0.977883070115777,0.971878666391148,0.902171144615887,0.960303095596517,0.700841562310172,0.960303095596517,0.998992742145775,0.789681718408241,0.998992742145775,0.971878666391148,0.998992742145775,0.963617757477794,0.999165932742655,0.971878666391148,0.902171144615887,0.971878666391148,0.960303095596517,0.992953267689526,0.998992742145775,0.988775962114399,0.978267640543061,0.992953267689526,0.999165932742655,0.971878666391148,0.971878666391148,0.971878666391148,0.971878666391148,0.996289696227758,0.960303095596517,1,0.998992742145775,0.998992742145775,0.902171144615887,0.958579493280562,0.971878666391148,0.971878666391148,0.971878666391148,0.998992742145775,0.990025367038596,0.99960939654414,0.9987492153044,0.991671761501814
25,varianceDifference,1,1,0,0,0,1,0.64605690849023,0.967959286414213,0.990363609283103,0.967959286414213,0.967959286414213,0.979451794682174,0.991927181382809,1,0.967959286414213,0.967959286414213,0.990883768505233,0.967959286414213,0.967959286414213,0.999165932742655,0.967959286414213,0.986352739505715,0.967959286414213,0.967959286414213,0.967959286414213,0.967959286414213,0.984476281464522,0.967959286414213,0.997187027243956,0.999165932742655,1,0.997913674839924,0.967959286414213,0.967959286414213,0.894533884695149,0.955085440214153,1,0.9949969822159,0.967959286414213,0.9949969822159,0.998249848439692,0.999165932742655,0.987909603126298,0.979451794682174,0.967959286414213,0.894533884695149,0.955085440214153,0.682713052152779,0.955085440214153,0.997913674839924,0.779461545790309,0.997913674839924,0.967959286414213,0.997913674839924,0.965170931370449,1,0.967959286414213,0.894533884695149,0.967959286414213,0.955085440214153,0.990883768505233,0.997913674839924,0.986352739505715,0.979562333704382,0.990883768505233,1,0.967959286414213,0.967959286414213,0.967959286414213,0.967959286414213,0.9949969822159,0.955085440214153,0.999165932742655,0.997913674839924,0.997913674839924,0.894533884695149,0.960443033347688,0.967959286414213,0.967959286414213,0.967959286414213,0.997913674839924,0.991927181382809,0.999404705174038,0.99924436916506,0.992723595781389
26,count_k,0,0,1,1,1,0,0.693073462561296,0.980794451771509,0.981507726754749,0.980794451771509,0.980794451771509,0.968854884173449,0.983696853131666,0.997913674839924,0.980794451771509,0.980794451771509,0.996474065801501,0.980794451771509,0.980794451771509,0.998992742145775,0.980794451771509,0.994296990681,0.980794451771509,0.980794451771509,0.980794451771509,0.980794451771509,0.975306630020341,0.980794451771509,0.992639645295432,0.998992742145775,0.997913674839924,1,0.980794451771509,0.980794451771509,0.919450538704646,0.970949562533353,0.997913674839924,0.998725808182319,0.980794451771509,0.998725808182319,0.994936974542095,0.998992742145775,0.979760338106372,0.968854884173449,0.980794451771509,0.919450538704646,0.970949562533353,0.7270870356118,0.970949562533353,1,0.812991964466412,1,0.980794451771509,1,0.952032231974392,0.997913674839924,0.980794451771509,0.919450538704646,0.980794451771509,0.970949562533353,0.996474065801501,1,0.994296990681,0.969312023895967,0.996474065801501,0.997913674839924,0.980794451771509,0.980794451771509,0.980794451771509,0.980794451771509,0.998725808182319,0.970949562533353,0.998992742145775,1,1,0.919450538704646,0.946369471469795,0.980794451771509,0.980794451771509,0.980794451771509,1,0.983696853131666,0.998754605950855,0.996678691224925,0.99483945709886
27,weightedRMS,0,0,0,0,0,0,0.807265621684405,1,0.926485849472315,1,1,0.904860694194955,0.930807549048667,0.967959286414213,1,1,0.990140801547911,1,1,0.971878666391148,1,0.995553343655889,1,1,1,1,0.915791055417483,1,0.951645622325089,0.971878666391148,0.967959286414213,0.980794451771509,1,1,0.976896459676743,0.996116251006088,0.967959286414213,0.98555994353765,1,0.98555994353765,0.957575245530436,0.971878666391148,0.924272445496362,0.904860694194955,1,0.976896459676743,0.996116251006088,0.836987500744219,0.996116251006088,0.980794451771509,0.904856663489415,0.980794451771509,1,0.980794451771509,0.877607457636336,0.967959286414213,1,0.976896459676743,1,0.996116251006088,0.990140801547911,0.980794451771509,0.995553343655889,0.905735085615258,0.990140801547911,0.967959286414213,1,1,1,1,0.98555994353765,0.996116251006088,0.971878666391148,0.980794451771509,0.980794451771509,0.976896459676743,0.868753994034815,1,1,1,0.980794451771509,0.930807549048667,0.971480937167555,0.964090969784691,0.984691593566743
28,autoCorrelation,0,0,0,0,0,0,0.807265621684405,1,0.926485849472315,1,1,0.904860694194955,0.930807549048667,0.967959286414213,1,1,0.990140801547911,1,1,0.971878666391148,1,0.995553343655889,1,1,1,1,0.915791055417483,1,0.951645622325089,0.971878666391148,0.967959286414213,0.980794451771509,1,1,0.976896459676743,0.996116251006088,0.967959286414213,0.98555994353765,1,0.98555994353765,0.957575245530436,0.971878666391148,0.924272445496362,0.904860694194955,1,0.976896459676743,0.996116251006088,0.836987500744219,0.996116251006088,0.980794451771509,0.904856663489415,0.980794451771509,1,0.980794451771509,0.877607457636336,0.967959286414213,1,0.976896459676743,1,0.996116251006088,0.990140801547911,0.980794451771509,0.995553343655889,0.905735085615258,0.990140801547911,0.967959286414213,1,1,1,1,0.98555994353765,0.996116251006088,0.971878666391148,0.980794451771509,0.980794451771509,0.976896459676743,0.868753994034815,1,1,1,0.980794451771509,0.930807549048667,0.971480937167555,0.964090969784691,0.984691593566743
29,product,1,1,1,1,1,1,0.902490937294255,0.976896459676743,0.828889878575634,0.976896459676743,0.976896459676743,0.799872928812595,0.835064445535733,0.894533884695149,0.976896459676743,0.976896459676743,0.942383719659752,0.976896459676743,0.976896459676743,0.902171144615887,0.976896459676743,0.954866756996588,0.976896459676743,0.976896459676743,0.976896459676743,0.976896459676743,0.815325063713892,0.976896459676743,0.868690036647442,0.902171144615887,0.894533884695149,0.919450538704646,0.976896459676743,0.976896459676743,1,0.983267954735846,0.894533884695149,0.930787758218922,0.976896459676743,0.930787758218922,0.878226101332781,0.902171144615887,0.827456368996528,0.799872928812595,0.976896459676743,1,0.983267954735846,0.926544549955834,0.983267954735846,0.919450538704646,0.966727256192803,0.919450538704646,0.976896459676743,0.919450538704646,0.763617516302764,0.894533884695149,0.976896459676743,1,0.976896459676743,0.983267954735846,0.942383719659752,0.919450538704646,0.954866756996588,0.801396941691314,0.942383719659752,0.894533884695149,0.976896459676743,0.976896459676743,0.976896459676743,0.976896459676743,0.930787758218922,0.983267954735846,0.902171144615887,0.919450538704646,0.919450538704646,1,0.751729369946536,0.976896459676743,0.976896459676743,0.976896459676743,0.919450538704646,0.835064445535733,0.902043168129279,0.888688095770219,0.929358906080156
30,calculateAbsoluteDifferences,1,1,0,0,0,1,0.834476958844277,0.996116251006088,0.90946041481209,0.996116251006088,0.996116251006088,0.887049314936633,0.914205805980151,0.955085440214153,0.996116251006088,0.996116251006088,0.985070478377577,0.996116251006088,0.996116251006088,0.960303095596517,0.996116251006088,0.989507650144194,0.996116251006088,0.996116251006088,0.996116251006088,0.996116251006088,0.899090469628835,0.996116251006088,0.937816036513939,0.960303095596517,0.955085440214153,0.970949562533353,0.996116251006088,0.996116251006088,0.983267954735846,1,0.955085440214153,0.977386831029721,0.996116251006088,0.977386831029721,0.9442701138009,0.960303095596517,0.907889812533065,0.887049314936633,0.996116251006088,0.983267954735846,1,0.862573831044047,1,0.970949562533353,0.920879390403602,0.970949562533353,0.996116251006088,0.970949562533353,0.858686564202522,0.955085440214153,0.996116251006088,0.983267954735846,0.996116251006088,1,0.985070478377577,0.970949562533353,0.989507650144194,0.888102685041821,0.985070478377577,0.955085440214153,0.996116251006088,0.996116251006088,0.996116251006088,0.996116251006088,0.977386831029721,1,0.960303095596517,0.970949562533353,0.970949562533353,0.983267954735846,0.849190635261952,0.996116251006088,0.996116251006088,0.996116251006088,0.970949562533353,0.914205805980151,0.960015434572808,0.951237795758745,0.974165198951725
31,pooledVariance,1,1,1,0,0,1,0.64605690849023,0.967959286414213,0.990363609283103,0.967959286414213,0.967959286414213,0.979451794682174,0.991927181382809,1,0.967959286414213,0.967959286414213,0.990883768505233,0.967959286414213,0.967959286414213,0.999165932742655,0.967959286414213,0.986352739505715,0.967959286414213,0.967959286414213,0.967959286414213,0.967959286414213,0.984476281464522,0.967959286414213,0.997187027243956,0.999165932742655,1,0.997913674839924,0.967959286414213,0.967959286414213,0.894533884695149,0.955085440214153,1,0.9949969822159,0.967959286414213,0.9949969822159,0.998249848439692,0.999165932742655,0.987909603126298,0.979451794682174,0.967959286414213,0.894533884695149,0.955085440214153,0.682713052152779,0.955085440214153,0.997913674839924,0.779461545790309,0.997913674839924,0.967959286414213,0.997913674839924,0.965170931370449,1,0.967959286414213,0.894533884695149,0.967959286414213,0.955085440214153,0.990883768505233,0.997913674839924,0.986352739505715,0.979562333704382,0.990883768505233,1,0.967959286414213,0.967959286414213,0.967959286414213,0.967959286414213,0.9949969822159,0.955085440214153,0.999165932742655,0.997913674839924,0.997913674839924,0.894533884695149,0.960443033347688,0.967959286414213,0.967959286414213,0.967959286414213,0.997913674839924,0.991927181382809,0.999404705174038,0.99924436916506,0.992723595781389
32,checkPositive,0,1,1,1,0,1,0.709414790187386,0.98555994353765,0.972949675946704,0.98555994353765,0.98555994353765,0.957251386968031,0.975816532007886,0.9949969822159,0.98555994353765,0.98555994353765,0.997501274454944,0.98555994353765,0.98555994353765,0.996289696227758,0.98555994353765,0.996854318853722,0.98555994353765,0.98555994353765,0.98555994353765,0.98555994353765,0.965398702728866,0.98555994353765,0.987160014247366,0.996289696227758,0.9949969822159,0.998725808182319,0.98555994353765,0.98555994353765,0.930787758218922,0.977386831029721,0.9949969822159,1,0.98555994353765,1,0.989866842299547,0.996289696227758,0.970041881238812,0.957251386968031,0.98555994353765,0.930787758218922,0.977386831029721,0.744955117880724,0.977386831029721,0.998725808182319,0.833385970389871,0.998725808182319,0.98555994353765,0.998725808182319,0.938411328149284,0.9949969822159,0.98555994353765,0.930787758218922,0.98555994353765,0.977386831029721,0.997501274454944,0.998725808182319,0.996854318853722,0.957707551146064,0.997501274454944,0.9949969822159,0.98555994353765,0.98555994353765,0.98555994353765,0.98555994353765,1,0.977386831029721,0.996289696227758,0.998725808182319,0.998725808182319,0.930787758218922,0.931809618114544,0.98555994353765,0.98555994353765,0.98555994353765,0.998725808182319,0.975816532007886,0.996448967819474,0.993373510842896,0.997032685155268
33,evaluateNewton,0,0,0,1,0,0,0.807265621684405,1,0.926485849472315,1,1,0.904860694194955,0.930807549048667,0.967959286414213,1,1,0.990140801547911,1,1,0.971878666391148,1,0.995553343655889,1,1,1,1,0.915791055417483,1,0.951645622325089,0.971878666391148,0.967959286414213,0.980794451771509,1,1,0.976896459676743,0.996116251006088,0.967959286414213,0.98555994353765,1,0.98555994353765,0.957575245530436,0.971878666391148,0.924272445496362,0.904860694194955,1,0.976896459676743,0.996116251006088,0.836987500744219,0.996116251006088,0.980794451771509,0.904856663489415,0.980794451771509,1,0.980794451771509,0.877607457636336,0.967959286414213,1,0.976896459676743,1,0.996116251006088,0.990140801547911,0.980794451771509,0.995553343655889,0.905735085615258,0.990140801547911,0.967959286414213,1,1,1,1,0.98555994353765,0.996116251006088,0.971878666391148,0.980794451771509,0.980794451771509,0.976896459676743,0.868753994034815,1,1,1,0.980794451771509,0.930807549048667,0.971480937167555,0.964090969784691,0.984691593566743
34,checkNonNegative,0,1,1,1,0,1,0.709414790187386,0.98555994353765,0.972949675946704,0.98555994353765,0.98555994353765,0.957251386968031,0.975816532007886,0.9949969822159,0.98555994353765,0.98555994353765,0.997501274454944,0.98555994353765,0.98555994353765,0.996289696227758,0.98555994353765,0.996854318853722,0.98555994353765,0.98555994353765,0.98555994353765,0.98555994353765,0.965398702728866,0.98555994353765,0.987160014247366,0.996289696227758,0.9949969822159,0.998725808182319,0.98555994353765,0.98555994353765,0.930787758218922,0.977386831029721,0.9949969822159,1,0.98555994353765,1,0.989866842299547,0.996289696227758,0.970041881238812,0.957251386968031,0.98555994353765,0.930787758218922,0.977386831029721,0.744955117880724,0.977386831029721,0.998725808182319,0.833385970389871,0.998725808182319,0.98555994353765,0.998725808182319,0.938411328149284,0.9949969822159,0.98555994353765,0.930787758218922,0.98555994353765,0.977386831029721,0.997501274454944,0.998725808182319,0.996854318853722,0.957707551146064,0.997501274454944,0.9949969822159,0.98555994353765,0.98555994353765,0.98555994353765,0.98555994353765,1,0.977386831029721,0.996289696227758,0.998725808182319,0.998725808182319,0.930787758218922,0.931809618114544,0.98555994353765,0.98555994353765,0.98555994353765,0.998725808182319,0.975816532007886,0.996448967819474,0.993373510842896,0.997032685155268
35,computeCanberraDistance,0,0,0,1,1,1,0.62835847240627,0.957575245530436,0.995250988901842,0.957575245530436,0.957575245530436,0.988217680815047,0.996211034851712,0.998249848439692,0.957575245530436,0.957575245530436,0.985588067890737,0.957575245530436,0.957575245530436,0.998055670553419,0.957575245530436,0.979090546441267,0.957575245530436,0.957575245530436,0.957575245530436,0.957575245530436,0.992276859137716,0.957575245530436,0.999660369070292,0.998055670553419,0.998249848439692,0.994936974542095,0.957575245530436,0.957575245530436,0.878226101332781,0.9442701138009,0.998249848439692,0.989866842299547,0.957575245530436,0.989866842299547,1,0.998055670553419,0.994304128297094,0.988217680815047,0.957575245530436,0.878226101332781,0.9442701138009,0.664010437633188,0.9442701138009,0.994936974542095,0.757498120389344,0.994936974542095,0.957575245530436,0.994936974542095,0.97733715862581,0.998249848439692,0.957575245530436,0.878226101332781,0.957575245530436,0.9442701138009,0.985588067890737,0.994936974542095,0.979090546441267,0.988334292978256,0.985588067890737,0.998249848439692,0.957575245530436,0.957575245530436,0.957575245530436,0.957575245530436,0.989866842299547,0.9442701138009,0.998055670553419,0.994936974542095,0.994936974542095,0.878226101332781,0.973134069304783,0.957575245530436,0.957575245530436,0.957575245530436,0.994936974542095,0.996211034851712,0.998180133732095,0.999163545253143,0.985044023278017
36,elementwise_min,1,1,0,0,0,1,0.666342952086553,0.971878666391148,0.988371853704899,0.971878666391148,0.971878666391148,0.977883070115777,0.990025367038596,0.999165932742655,0.971878666391148,0.971878666391148,0.992953267689526,0.971878666391148,0.971878666391148,1,0.971878666391148,0.988775962114399,0.971878666391148,0.971878666391148,0.971878666391148,0.971878666391148,0.983501602463481,0.971878666391148,0.996537004675456,1,0.999165932742655,0.998992742145775,0.971878666391148,0.971878666391148,0.902171144615887,0.960303095596517,0.999165932742655,0.996289696227758,0.971878666391148,0.996289696227758,0.998055670553419,1,0.986874217756396,0.977883070115777,0.971878666391148,0.902171144615887,0.960303095596517,0.700841562310172,0.960303095596517,0.998992742145775,0.789681718408241,0.998992742145775,0.971878666391148,0.998992742145775,0.963617757477794,0.999165932742655,0.971878666391148,0.902171144615887,0.971878666391148,0.960303095596517,0.992953267689526,0.998992742145775,0.988775962114399,0.978267640543061,0.992953267689526,0.999165932742655,0.971878666391148,0.971878666391148,0.971878666391148,0.971878666391148,0.996289696227758,0.960303095596517,1,0.998992742145775,0.998992742145775,0.902171144615887,0.958579493280562,0.971878666391148,0.971878666391148,0.971878666391148,0.998992742145775,0.990025367038596,0.99960939654414,0.9987492153044,0.991671761501814
37,computeDividedDifference1,1,0,0,0,0,0,0.562236961943522,0.924272445496362,0.999261543662341,0.924272445496362,0.924272445496362,0.998754454840702,0.998754567629731,0.987909603126299,0.924272445496362,0.924272445496362,0.963720979896862,0.924272445496362,0.924272445496362,0.986874217756396,0.924272445496362,0.953517961095633,0.924272445496362,0.924272445496362,0.924272445496362,0.924272445496362,0.999279279036743,0.924272445496362,0.995472468143465,0.986874217756396,0.987909603126299,0.979760338106372,0.924272445496362,0.924272445496362,0.827456368996528,0.907889812533065,0.987909603126299,0.970041881238812,0.924272445496362,0.970041881238812,0.994304128297094,0.986874217756396,1,0.998754454840702,0.924272445496362,0.827456368996528,0.907889812533065,0.595787816604348,0.907889812533065,0.979760338106372,0.68743682144196,0.979760338106372,0.924272445496362,0.979760338106372,0.993613723924031,0.987909603126299,0.924272445496362,0.827456368996528,0.924272445496362,0.907889812533065,0.963720979896862,0.979760338106372,0.953517961095633,0.998831264345139,0.963720979896862,0.987909603126299,0.924272445496362,0.924272445496362,0.924272445496362,0.924272445496362,0.970041881238812,0.907889812533065,0.986874217756396,0.979760338106372,0.979760338106372,0.827456368996528,0.991733233903614,0.924272445496362,0.924272445496362,0.924272445496362,0.979760338106372,0.998754567629731,0.98622973828276,0.989771201141398,0.962494362300632
38,selection_sort,1,1,1,0,0,1,0.526624630442324,0.904860694194955,0.997525057473371,0.904860694194955,0.904860694194955,1,0.996490090964172,0.979451794682174,0.904860694194955,0.904860694194955,0.949778839715777,0.904860694194955,0.904860694194955,0.977883070115777,0.904860694194955,0.937932627712952,0.904860694194955,0.904860694194955,0.904860694194955,0.904860694194955,0.999237990982558,0.904860694194955,0.990332748569895,0.977883070115777,0.979451794682174,0.968854884173449,0.904860694194955,0.904860694194955,0.799872928812595,0.887049314936633,0.979451794682174,0.957251386968031,0.904860694194955,0.957251386968031,0.988217680815047,0.977883070115777,0.998754454840702,1,0.904860694194955,0.799872928812595,0.887049314936633,0.560178407233414,0.887049314936633,0.968854884173449,0.653657939676244,0.968854884173449,0.904860694194955,0.968854884173449,0.997893375479173,0.979451794682174,0.904860694194955,0.799872928812595,0.904860694194955,0.887049314936633,0.949778839715777,0.968854884173449,0.937932627712952,0.999916468123596,0.949778839715777,0.979451794682174,0.904860694194955,0.904860694194955,0.904860694194955,0.904860694194955,0.957251386968031,0.887049314936633,0.977883070115777,0.968854884173449,0.968854884173449,0.799872928812595,0.996793197578657,0.904860694194955,0.904860694194955,0.904860694194955,0.968854884173449,0.996490090964172,0.977314894476134,0.982335303495308,0.949065241068468
39,manhattanDistance,0,1,0,1,1,1,0.807265621684405,1,0.926485849472315,1,1,0.904860694194955,0.930807549048667,0.967959286414213,1,1,0.990140801547911,1,1,0.971878666391148,1,0.995553343655889,1,1,1,1,0.915791055417483,1,0.951645622325089,0.971878666391148,0.967959286414213,0.980794451771509,1,1,0.976896459676743,0.996116251006088,0.967959286414213,0.98555994353765,1,0.98555994353765,0.957575245530436,0.971878666391148,0.924272445496362,0.904860694194955,1,0.976896459676743,0.996116251006088,0.836987500744219,0.996116251006088,0.980794451771509,0.904856663489415,0.980794451771509,1,0.980794451771509,0.877607457636336,0.967959286414213,1,0.976896459676743,1,0.996116251006088,0.990140801547911,0.980794451771509,0.995553343655889,0.905735085615258,0.990140801547911,0.967959286414213,1,1,1,1,0.98555994353765,0.996116251006088,0.971878666391148,0.980794451771509,0.980794451771509,0.976896459676743,0.868753994034815,1,1,1,0.980794451771509,0.930807549048667,0.971480937167555,0.964090969784691,0.984691593566743
40,meanDeviation,1,0,1,0,0,0,0.902490937294255,0.976896459676743,0.828889878575634,0.976896459676743,0.976896459676743,0.799872928812595,0.835064445535733,0.894533884695149,0.976896459676743,0.976896459676743,0.942383719659752,0.976896459676743,0.976896459676743,0.902171144615887,0.976896459676743,0.954866756996588,0.976896459676743,0.976896459676743,0.976896459676743,0.976896459676743,0.815325063713892,0.976896459676743,0.868690036647442,0.902171144615887,0.894533884695149,0.919450538704646,0.976896459676743,0.976896459676743,1,0.983267954735846,0.894533884695149,0.930787758218922,0.976896459676743,0.930787758218922,0.878226101332781,0.902171144615887,0.827456368996528,0.799872928812595,0.976896459676743,1,0.983267954735846,0.926544549955834,0.983267954735846,0.919450538704646,0.966727256192803,0.919450538704646,0.976896459676743,0.919450538704646,0.763617516302764,0.894533884695149,0.976896459676743,1,0.976896459676743,0.983267954735846,0.942383719659752,0.919450538704646,0.954866756996588,0.801396941691314,0.942383719659752,0.894533884695149,0.976896459676743,0.976896459676743,0.976896459676743,0.976896459676743,0.930787758218922,0.983267954735846,0.902171144615887,0.919450538704646,0.919450538704646,1,0.751729369946536,0.976896459676743,0.976896459676743,0.976896459676743,0.919450538704646,0.835064445535733,0.902043168129279,0.888688095770219,0.929358906080156
41,ebeDivide,0,0,0,0,0,0,0.834476958844277,0.996116251006088,0.90946041481209,0.996116251006088,0.996116251006088,0.887049314936633,0.914205805980151,0.955085440214153,0.996116251006088,0.996116251006088,0.985070478377577,0.996116251006088,0.996116251006088,0.960303095596517,0.996116251006088,0.989507650144194,0.996116251006088,0.996116251006088,0.996116251006088,0.996116251006088,0.899090469628835,0.996116251006088,0.937816036513939,0.960303095596517,0.955085440214153,0.970949562533353,0.996116251006088,0.996116251006088,0.983267954735846,1,0.955085440214153,0.977386831029721,0.996116251006088,0.977386831029721,0.9442701138009,0.960303095596517,0.907889812533065,0.887049314936633,0.996116251006088,0.983267954735846,1,0.862573831044047,1,0.970949562533353,0.920879390403602,0.970949562533353,0.996116251006088,0.970949562533353,0.858686564202522,0.955085440214153,0.996116251006088,0.983267954735846,0.996116251006088,1,0.985070478377577,0.970949562533353,0.989507650144194,0.888102685041821,0.985070478377577,0.955085440214153,0.996116251006088,0.996116251006088,0.996116251006088,0.996116251006088,0.977386831029721,1,0.960303095596517,0.970949562533353,0.970949562533353,0.983267954735846,0.849190635261952,0.996116251006088,0.996116251006088,0.996116251006088,0.970949562533353,0.914205805980151,0.960015434572808,0.951237795758745,0.974165198951725
42,quantile,1,1,0,0,1,1,0.995482802013692,0.836987500744219,0.591771707298702,0.836987500744219,0.836987500744219,0.560178407233414,0.599990379151162,0.682713052152779,0.836987500744219,0.836987500744219,0.769204567740134,0.836987500744219,0.836987500744219,0.700841562310172,0.836987500744219,0.789446331385724,0.836987500744219,0.836987500744219,0.836987500744219,0.836987500744219,0.581163499205105,0.836987500744219,0.649868575632088,0.700841562310172,0.682713052152779,0.7270870356118,0.836987500744219,0.836987500744219,0.926544549955834,0.862573831044047,0.682713052152779,0.744955117880724,0.836987500744219,0.744955117880724,0.664010437633188,0.700841562310172,0.595787816604348,0.560178407233414,0.836987500744219,0.926544549955834,0.862573831044047,1,0.862573831044047,0.7270870356118,0.961645906198563,0.7270870356118,0.836987500744219,0.7270870356118,0.51775141853166,0.682713052152779,0.836987500744219,0.926544549955834,0.836987500744219,0.862573831044047,0.769204567740134,0.7270870356118,0.789446331385724,0.562984584932453,0.769204567740134,0.682713052152779,0.836987500744219,0.836987500744219,0.836987500744219,0.836987500744219,0.744955117880724,0.862573831044047,0.700841562310172,0.7270870356118,0.7270870356118,0.926544549955834,0.502383577978118,0.836987500744219,0.836987500744219,0.836987500744219,0.7270870356118,0.599990379151162,0.698007165150319,0.676873053739738,0.734538606644102
43,ebeAdd,1,1,0,0,0,1,0.834476958844277,0.996116251006088,0.90946041481209,0.996116251006088,0.996116251006088,0.887049314936633,0.914205805980151,0.955085440214153,0.996116251006088,0.996116251006088,0.985070478377577,0.996116251006088,0.996116251006088,0.960303095596517,0.996116251006088,0.989507650144194,0.996116251006088,0.996116251006088,0.996116251006088,0.996116251006088,0.899090469628835,0.996116251006088,0.937816036513939,0.960303095596517,0.955085440214153,0.970949562533353,0.996116251006088,0.996116251006088,0.983267954735846,1,0.955085440214153,0.977386831029721,0.996116251006088,0.977386831029721,0.9442701138009,0.960303095596517,0.907889812533065,0.887049314936633,0.996116251006088,0.983267954735846,1,0.862573831044047,1,0.970949562533353,0.920879390403602,0.970949562533353,0.996116251006088,0.970949562533353,0.858686564202522,0.955085440214153,0.996116251006088,0.983267954735846,0.996116251006088,1,0.985070478377577,0.970949562533353,0.989507650144194,0.888102685041821,0.985070478377577,0.955085440214153,0.996116251006088,0.996116251006088,0.996116251006088,0.996116251006088,0.977386831029721,1,0.960303095596517,0.970949562533353,0.970949562533353,0.983267954735846,0.849190635261952,0.996116251006088,0.996116251006088,0.996116251006088,0.970949562533353,0.914205805980151,0.960015434572808,0.951237795758745,0.974165198951725
44,hamming_dist,0,0,0,1,1,1,0.693073462561296,0.980794451771509,0.981507726754749,0.980794451771509,0.980794451771509,0.968854884173449,0.983696853131666,0.997913674839924,0.980794451771509,0.980794451771509,0.996474065801501,0.980794451771509,0.980794451771509,0.998992742145775,0.980794451771509,0.994296990681,0.980794451771509,0.980794451771509,0.980794451771509,0.980794451771509,0.975306630020341,0.980794451771509,0.992639645295432,0.998992742145775,0.997913674839924,1,0.980794451771509,0.980794451771509,0.919450538704646,0.970949562533353,0.997913674839924,0.998725808182319,0.980794451771509,0.998725808182319,0.994936974542095,0.998992742145775,0.979760338106372,0.968854884173449,0.980794451771509,0.919450538704646,0.970949562533353,0.7270870356118,0.970949562533353,1,0.812991964466412,1,0.980794451771509,1,0.952032231974392,0.997913674839924,0.980794451771509,0.919450538704646,0.980794451771509,0.970949562533353,0.996474065801501,1,0.994296990681,0.969312023895967,0.996474065801501,0.997913674839924,0.980794451771509,0.980794451771509,0.980794451771509,0.980794451771509,0.998725808182319,0.970949562533353,0.998992742145775,1,1,0.919450538704646,0.946369471469795,0.980794451771509,0.980794451771509,0.980794451771509,1,0.983696853131666,0.998754605950855,0.996678691224925,0.99483945709886
45,add_two_array_values,0,0,0,0,0,0,0.934712173843986,0.904856663489415,0.69091731338058,0.904856663489415,0.904856663489415,0.653657939676244,0.699458495531449,0.779461545790309,0.904856663489415,0.904856663489415,0.85097101624026,0.904856663489415,0.904856663489415,0.789681718408241,0.904856663489415,0.867736806442013,0.904856663489415,0.904856663489415,0.904856663489415,0.904856663489415,0.676526678705937,0.904856663489415,0.747472981940998,0.789681718408241,0.779461545790309,0.812991964466412,0.904856663489415,0.904856663489415,0.966727256192803,0.920879390403602,0.779461545790309,0.833385970389871,0.904856663489415,0.833385970389871,0.757498120389343,0.789681718408241,0.68743682144196,0.653657939676244,0.904856663489415,0.966727256192803,0.920879390403602,0.961645906198563,0.920879390403602,0.812991964466412,1,0.812991964466412,0.904856663489415,0.812991964466412,0.611768575858387,0.779461545790309,0.904856663489415,0.966727256192803,0.904856663489415,0.920879390403602,0.85097101624026,0.812991964466412,0.867736806442013,0.654129418649674,0.85097101624026,0.779461545790309,0.904856663489415,0.904856663489415,0.904856663489415,0.904856663489415,0.833385970389871,0.920879390403602,0.789681718408241,0.812991964466412,0.812991964466412,0.966727256192803,0.594923274835687,0.904856663489415,0.904856663489415,0.904856663489415,0.812991964466412,0.699458495531449,0.792034103986143,0.77574791483474,0.837044100888399
