,Method_Name,MR_ADD,MR_MUL,MR_PER,MR_INC,MR_EXC,MR_INV,VC_1,VC_2,VC_3,VC_4,VC_5,VC_6,VC_7,VC_8,VC_9,VC_10,VC_11,VC_12,VC_13,VC_14,VC_15,VC_16,VC_17,VC_18,VC_19,VC_20,VC_21,VC_22,VC_23,VC_24,VC_25,VC_26,VC_27,VC_28,VC_29,VC_30,VC_31,VC_32,VC_33,VC_34,VC_35,VC_36,VC_37,VC_38,VC_39,VC_40,VC_41,VC_42,VC_43,VC_44,VC_45,VC_46,VC_47,VC_48,VC_49,VC_50,VC_51,VC_52,VC_53,VC_54,VC_55,VC_56,VC_57,VC_58,VC_59,VC_60,VC_61,VC_62,VC_63,VC_64,VC_65,VC_66,VC_67,VC_68,VC_69,VC_70,VC_71,VC_72,VC_73,VC_74,VC_75,VC_76,VC_77,VC_78,VC_79,VC_80,VC_81,VC_82,VC_83,VC_84,VC_85,VC_86,VC_87,VC_88,VC_89,VC_90,VC_91,VC_92,VC_93,VC_94,VC_95,VC_96,VC_97,VC_98,VC_99,VC_100
30,ebeAdd,1,1,0,0,0,1,0.37313044,0.7194893,0.40995726,-0.28304055,-0.5182188,-0.8529463,-0.796335,-0.3879103,-0.18334873,-0.25926802,-0.40894973,-0.94764215,0.3503765,-0.15118946,-0.5693545,0.61343634,-0.51751274,0.7507819,-0.24246496,1.2348592,1.7024677,-0.45792633,-0.48421663,-0.68680525,-0.008793937,-0.34750432,-0.27901077,-0.035338935,-0.33988395,-0.58616227,-0.36028954,-0.5685608,0.06320767,-0.046447717,-0.5425638,-0.31121105,0.41486302,0.058510177,-0.83490187,-0.41851747,-0.49652863,-0.20906864,-0.42025304,1.4652089,2.0132074,0.52545875,-0.3546759,-0.03580321,0.025964469,0.36024576,1.2085805,2.7341862,0.16747166,-0.13736126,-0.68520504,-0.7350708,-0.79884326,-0.056330673,-0.3982518,0.22821921,-0.13617936,-0.33261204,0.016369337,-0.48340318,-0.4580518,-0.4920978,-0.8481884,-0.6309689,-0.46265426,-0.6261943,0.52139163,-0.6441987,-0.45692956,1.4442594,0.7583304,-0.20226982,0.014388457,-0.4383496,-0.2517358,-0.056156848,0.89971876,-0.35897267,-0.45565945,-0.6224549,-0.49054578,-0.7130149,-0.4107493,0.9385905,0.23853885,0.60286987,-0.46305728,0.41326946,0.18668856,0.77438396,-0.0020294636,-0.4111313,-0.03196436,0.8597904,-0.038699847,-0.3681164
31,ebeDivide,0,0,0,0,0,0,0.23520462,0.7535857,0.4486192,-0.25366405,-0.50420344,-0.8156459,-0.7410054,-0.39319992,-0.15758225,-0.26296285,-0.3833003,-0.8951475,0.39919356,-0.14014725,-0.5463715,0.6454892,-0.51604617,0.6741895,-0.21383457,1.3024366,1.4716872,-0.47436234,-0.4318627,-0.6540763,-0.074617356,-0.29518268,-0.24078722,-0.0206924,-0.32463866,-0.5485927,-0.3555517,-0.57111186,0.0213442,-0.0126636475,-0.5353838,-0.28685993,0.37702626,0.01970234,-0.7960077,-0.38985854,-0.45924893,-0.379751,-0.42061323,1.4565877,1.9684074,0.41773397,-0.38455147,-0.07652295,-0.031275135,0.40336806,0.95789355,2.8175778,0.22952163,-0.34846848,-0.6536398,-0.6692375,-0.75433785,-0.07967416,-0.40384322,0.18107656,-0.12361809,-0.31806502,0.037404083,-0.47675782,-0.44243577,-0.44103932,-0.7853104,-0.5913904,-0.4650516,-0.62992066,0.31641996,-0.596095,-0.43180948,1.4857646,0.81248885,-0.20370924,0.06725796,-0.44831175,-0.20535678,-0.029914886,0.9753346,-0.3314874,-0.421612,-0.6039023,-0.4382419,-0.6748952,-0.41240853,0.98326623,0.19553351,0.6445606,-0.4142013,0.41987363,0.21877581,0.6313755,-0.014627986,-0.4154978,-0.09736389,0.89262366,-0.01402857,-0.3686481
32,ebeMultiply,1,1,0,0,0,1,0.33102405,0.7354703,0.40125,-0.2616669,-0.5144874,-0.806095,-0.7774321,-0.3198661,-0.17004038,-0.25807637,-0.3768884,-0.93556786,0.3338384,-0.1559611,-0.5745018,0.6201993,-0.47918218,0.7633106,-0.22293584,1.2534028,1.4703112,-0.48786137,-0.4655049,-0.6664727,0.14317368,-0.333177,-0.24608062,-0.022561861,-0.32333097,-0.5814724,-0.34613127,-0.4858188,0.161897,-0.041383088,-0.53289175,-0.3090707,0.36330453,0.19200629,-0.8342625,-0.42062122,-0.47977203,-0.29449722,-0.42081937,1.5339469,2.0104852,0.53871334,-0.3866537,-0.11002177,-0.007546184,0.36895004,1.1244595,2.768632,0.14975798,-0.3424409,-0.6926717,-0.68738526,-0.78160197,0.08958636,-0.4104096,0.16037655,-0.10823854,-0.33231124,0.014682429,-0.49892983,-0.43364155,-0.49484184,-0.84271955,-0.6206108,-0.4742983,-0.63162875,0.29380473,-0.62819374,-0.43899968,1.4727229,0.76713747,-0.12550609,0.03817139,-0.4376871,-0.20774308,-0.05550981,0.9285748,-0.35320646,-0.42880714,-0.622386,-0.48458597,-0.7067794,-0.4190487,0.9515259,0.14322789,0.6264886,-0.4270737,0.41586447,0.19123206,0.66866726,-0.031878106,-0.41089147,-0.11929349,0.879785,-0.039258882,-0.24613985
33,ebeSubtract,0,0,0,0,0,0,0.58655953,0.80231,0.42281517,-0.019373752,-0.5324556,-0.9055604,-0.8493702,-0.45447877,-0.22098665,-0.26410937,-0.417062,-0.8600113,0.33605745,-0.17879179,-0.63545465,0.55849004,-0.5218647,0.86736053,-0.2730537,1.2178253,1.8251839,-0.49970427,-0.5019442,-0.7009864,-0.085363716,-0.38601264,-0.18789962,-0.06423743,-0.37155265,-0.6010615,-0.37356323,-0.5961045,0.09117924,-0.07828296,-0.43319437,-0.30025327,0.56281173,0.05188015,-0.88176155,-0.27441195,-0.50551146,-0.39723206,-0.44064167,1.7559315,1.8604051,0.8707259,-0.38432032,-0.07239555,-0.10072887,0.32587102,1.6686825,2.6661737,0.13818918,-0.3916078,-0.74497736,-0.73628694,-0.8352326,0.3758556,-0.4166548,0.12013507,-0.14130929,-0.08934879,-0.023409355,-0.5092954,-0.45480418,-0.5331375,-0.8992792,-0.6862038,-0.47472596,-0.68502456,0.29033703,-0.66575617,-0.47364497,1.4059718,0.7342603,-0.14632553,-0.04511295,-0.44303405,-0.2450501,0.047287866,0.86924076,-0.35469073,-0.43372545,-0.6361113,-0.4988679,-0.74896276,-0.43711486,0.85952216,0.4246921,0.87045234,-0.49484044,0.38569367,0.121399306,1.0137372,-0.07142532,-0.4062636,-0.015575195,0.8339123,-0.033133388,-0.4280208
34,elemtWise_equal,0,0,0,0,0,0,0.3440771,0.50271726,1.2006172,-0.20690878,-0.79512316,-0.9742731,-0.6945791,-0.34201697,0.014220885,-0.4058891,-0.5692107,-1.0908437,0.32417154,-0.2567634,-0.62272453,1.8937813,-0.67096233,0.44290265,-0.54045856,0.7604719,3.0942972,-0.46015102,-0.9052608,-0.5812454,-0.11813044,-0.56380033,-0.34148806,0.44736746,-0.48897865,-0.6058886,-0.5513473,-0.697936,0.0925631,0.42416507,-0.52627105,-0.3989376,0.33012596,0.20851311,-0.8543967,-0.6294911,-0.53928995,-0.10104873,-0.41553172,2.4869268,1.1477869,0.5433243,-0.31031907,-0.32912955,-0.048125673,0.00018605404,0.92723936,1.839177,0.15137796,-0.1905853,-0.21548727,-0.59471095,-1.09029,-0.07741492,-0.31568074,0.39088932,-0.20978723,-0.3075276,-0.028886395,-0.45209825,-0.5617455,-0.6643979,-0.9259013,-0.5114338,-0.44821134,-0.5775864,1.1804214,-0.66061467,-0.49675894,0.7654441,1.3848959,-0.11473967,-0.64259744,-0.57537866,-0.28425398,0.12914594,-0.0017704535,-0.3065206,-0.5940718,-0.774006,-0.74349415,-0.8204199,-0.47931573,0.42077175,0.049921982,0.27919084,-0.707594,0.6323689,0.036320828,1.2561575,0.4902898,-0.46229503,-0.08944054,0.7652619,0.015051962,-0.4802009
35,elemtWise_max,1,1,0,0,0,1,0.29079625,0.5669038,1.3724893,-0.13643168,-0.8484277,-0.9738697,-0.6848247,-0.31294605,-0.06418982,-0.43181282,-0.60427,-1.1137749,0.24996164,-0.2514149,-0.7310836,1.9853053,-0.68943375,0.44475007,-0.5626414,0.81483644,3.3288085,-0.4104677,-0.9388839,-0.5498837,-0.2745078,-0.6053572,-0.3011899,0.30152246,-0.49828365,-0.56057024,-0.5999111,-0.7416668,0.0799098,0.69017404,-0.43648386,-0.37341177,0.29446608,0.078533135,-0.8647743,-0.582764,-0.5475905,-0.26807755,-0.41039857,3.0261009,0.95942956,0.6012434,-0.39107332,-0.34840146,-0.09071649,-0.034042194,0.97742444,1.9040227,0.1509463,-0.18280154,-0.79795986,-0.9443262,-1.1604769,-0.13384439,-0.428927,0.41949722,-0.23198822,-0.4076634,-0.041189197,-0.5142191,-0.56469023,-0.65245014,-0.93109196,-0.51911175,-0.48172718,-0.58016104,1.277736,-0.6365398,-0.53453445,0.7150627,1.4160669,-0.14218912,-0.6131996,-0.5925769,-0.1503368,0.15018031,-0.024324486,-0.39520115,-0.61109626,-0.78340966,-0.6873194,-0.8092195,-0.4806151,0.40576178,-0.022321666,0.23587577,-0.7363783,0.7942498,0.06698788,1.1264251,0.43957564,-0.47885963,-0.11250665,0.7322106,0.024075061,-0.5140192
36,elemtWise_min,1,1,0,0,0,1,0.27826068,0.71927017,1.3473337,-0.14686312,-0.8559445,-0.990605,-0.7308786,-0.32911482,-0.08767012,-0.42260453,-0.62816584,-1.1279457,0.24355383,-0.24453177,-0.74985605,1.9388227,-0.6852119,0.44892168,-0.56533563,0.79564047,3.4226665,-0.41329113,-0.9467143,-0.56021684,-0.26793805,-0.64574826,-0.30033797,0.28772217,-0.5144317,-0.5805249,-0.5993331,-0.72747236,0.06177744,0.6749303,-0.36365843,-0.37807915,0.31344354,0.059568398,-0.872081,-0.58679,-0.5452133,-0.28310263,-0.40326968,3.0295453,0.9405205,0.6139593,-0.4024596,-0.34231034,-0.12514004,-0.045632504,1.0649351,1.9248285,0.13650174,-0.18472649,-0.80321485,-0.9561546,-1.1815654,-0.14098246,-0.43379018,0.4025787,-0.23648456,-0.41488758,-0.052324515,-0.5180485,-0.57749647,-0.6656899,-0.939791,-0.53322417,-0.48037168,-0.590082,1.2596699,-0.66225296,-0.53709745,0.75490445,1.4557369,-0.16795145,-0.6154331,-0.5896723,-0.10559424,0.1488542,-0.038166985,-0.41359392,-0.6028427,-0.78506917,-0.7413559,-0.8194387,-0.48511535,0.4039929,-0.021001175,0.20828724,-0.74527687,0.80446625,0.0509727,1.1095293,0.53759956,-0.48025614,0.007923963,0.7118264,-0.011245781,-0.531519
37,elemtWise_not_eq,0,0,0,0,0,0,0.34017938,0.4995095,1.253635,-0.18979377,-0.7899672,-0.97732043,-0.6826277,-0.39002138,-0.0258654,-0.4051096,-0.49777287,-1.0970317,0.39476937,-0.2618634,-0.63701105,1.8760816,-0.6813415,0.44192806,-0.55359876,0.7481829,3.110324,-0.46326798,-0.90980154,-0.5946842,-0.12198675,-0.57353944,-0.27081627,0.45737624,-0.49870864,-0.605176,-0.5495326,-0.6721249,0.06364491,0.4191608,-0.5271759,-0.39748317,0.32639024,0.15618753,-0.85962707,-0.62851864,-0.53958267,-0.13067125,-0.41615734,2.5662112,1.1402888,0.53633606,-0.31332707,-0.27118748,-0.07291596,-0.00027469173,0.9567054,1.8243608,0.21599214,-0.1927986,-0.21839714,-0.60877347,-1.0994227,0.017985363,-0.31432247,0.44692323,-0.23375164,-0.31105462,-0.03248206,-0.44852963,-0.554855,-0.66286594,-0.9282435,-0.5121047,-0.45360976,-0.59017235,1.1757799,-0.6642463,-0.49715653,0.75317204,1.372785,-0.07089412,-0.6465737,-0.57514787,-0.2823098,0.13155262,-0.0062190387,-0.32072127,-0.5953525,-0.7768175,-0.74445796,-0.8223893,-0.48058432,0.40556735,0.040142998,0.27492106,-0.7145009,0.6231324,0.030804582,1.2498218,0.50504327,-0.46639332,-0.0901107,0.76359653,0.010353158,-0.5129594
38,entropy,1,1,1,1,1,0,1.0122753,0.6332456,0.20290217,-0.23739272,-0.53669053,-0.8537582,-1.0331205,-0.42119855,-0.2835251,-0.25473714,-0.5008369,-1.0999249,0.17218284,-0.32643998,-0.7883636,0.2214328,-0.5121022,0.863171,-0.2796016,0.6010345,2.0338385,-0.52747,-0.59610784,-0.6315142,0.47932628,-0.6311368,-0.16615945,-0.25017813,-0.3658176,-0.6828652,0.12747091,-0.06362932,0.1625439,-0.35715124,-0.5227105,-0.47271025,0.16608362,0.25198066,-0.8758667,-0.7261172,-0.5496662,-0.21629274,-0.45669958,1.7380898,1.8017229,0.8733215,-0.34787607,0.27715063,-0.14023419,-0.037250057,1.8550332,2.2752361,-0.15258975,-0.032612808,-0.80145806,-0.7908994,-0.72497714,0.20123132,-0.4345726,0.29987413,0.2098669,-0.4684319,0.14146756,-0.4765855,-0.50565493,-0.6539531,-0.9632281,-0.7877409,-0.5400281,-0.7597488,0.2139926,-0.7652141,-0.5273032,1.8856292,0.49039003,-0.30409276,-0.13313073,-0.14797713,-0.32876807,-0.051247127,0.34795853,-0.5783259,-0.41940346,-0.6922246,-0.6149419,-0.902905,-0.5279513,0.8471663,0.108131334,0.7710023,-0.5170467,0.23729287,-0.19199523,1.4784138,-0.013548728,-0.46118,-0.07896632,0.7373752,0.2876781,-0.3181084
39,equals,0,0,0,0,0,0,0.46484572,0.49175087,0.38813254,-0.18142794,-0.67825925,-0.94072676,-0.7757301,-0.5309017,-0.05672379,-0.27567992,-0.40327868,-0.98937213,0.24021895,-0.28677544,-0.52914554,1.1362739,-0.6317809,0.7065374,-0.4064326,1.1805341,2.4585779,-0.58254766,-0.7291385,-0.7251364,0.18811345,-0.3151941,-0.36625752,0.3288341,-0.41884956,-0.7297705,-0.4108349,-0.7147532,0.13036533,-0.19137073,-0.4320017,-0.37330562,0.35289308,0.36832744,-0.85883325,-0.71201384,-0.6023935,-0.16223879,-0.46075425,1.0600708,1.4276322,0.6084086,-0.28482482,0.06587981,0.22866513,0.23137765,1.1365286,1.8931766,-0.028616983,-0.5137103,0.17026693,-0.31447837,-0.88138926,0.020425528,-0.2428447,0.038880263,-0.24100089,0.100778,0.1220103,-0.68162215,-0.5262529,-0.66674817,-0.9088375,-0.6119022,-0.40025014,-0.66841674,0.789103,-0.61954933,-0.38883767,1.0489535,0.8927876,-0.040668476,-0.38853523,-0.6103228,-0.040921874,0.49923167,0.6592596,-0.16068791,-0.4902169,-0.6436864,-0.5013151,-0.8627083,-0.4176903,0.45253173,0.46815133,0.86021984,-0.5596191,0.26584083,0.040581442,1.1420839,0.26772097,-0.3774849,-0.053959034,0.7743636,0.30504248,-0.39015996
40,errorRate,0,0,0,0,0,0,0.76352733,1.0570219,0.6392642,-0.18798813,-0.64438313,-0.85311806,-0.9022923,-0.36803424,-0.05962577,-0.26451123,-0.5477437,-1.1510578,-0.031413987,-0.29510453,-0.6886776,0.68723315,-0.60654795,0.59054035,-0.39861465,0.744786,2.5324886,-0.509871,-0.8213457,-0.6100393,0.4201222,-0.63545394,-0.13263927,0.04477249,-0.42810526,-0.7907654,-0.065944135,-0.058986165,0.08396797,-0.06994726,-0.5324754,-0.44378352,0.07746835,0.3527941,-0.93361926,-0.6030758,-0.57155275,-0.037007555,-0.4545186,2.0209816,1.4995414,0.3694723,-0.36765558,0.43600878,0.23431867,-0.060096305,1.2080843,1.8430805,-0.10408264,0.0011294303,-0.73016006,-0.7515421,-0.76309407,0.20519458,-0.36526152,0.26817676,-0.103593186,-0.37221366,-0.09338175,-0.5429946,-0.520712,-0.62469244,-0.9586234,-0.59523505,-0.43833265,-0.60621476,0.75632393,-0.752498,-0.4749517,1.2180885,0.80874443,-0.21825156,-0.39024645,-0.47335178,-0.34410533,0.074719645,0.2885599,-0.46404892,-0.52583414,-0.6553855,-0.650653,-0.9196804,-0.41638374,0.6306064,0.39047137,0.48073038,-0.6424897,0.491787,0.047782872,0.78484845,0.3592582,-0.44318017,-0.039583065,0.8681268,-0.21469124,-0.3832613
41,evaluateHoners,1,1,0,1,1,1,1.1620512,0.33552244,0.5954411,-0.16468634,-0.65867615,-0.91542476,-0.87175506,-0.49035883,-0.12529448,-0.14376183,-0.5045681,-0.89466804,0.22170155,-0.15024087,-0.5837581,0.7772845,-0.31397524,0.90669066,-0.3831909,0.81571674,1.8648398,-0.49024963,-0.60616875,-0.64076775,0.24940069,-0.5047674,-0.3680526,0.21567105,-0.4249683,-0.55714715,-0.02070088,-0.6485462,0.011338786,-0.0557118,-0.4694003,-0.38013044,0.3430256,-0.012602642,-0.7328432,-0.3917854,-0.50726306,-0.3825066,-0.43473244,1.5402873,1.701488,0.930098,-0.34283254,-0.41593373,-0.38538623,0.061887763,1.2574558,2.2549028,0.0943296,-0.25721797,-0.6925953,-0.7341855,-0.902148,0.06923996,-0.2797932,0.24209805,-0.24266309,-0.32858944,0.14507288,-0.3236052,-0.43523073,-0.5963285,-0.8378598,-0.53815633,-0.4788209,-0.66228,0.5373745,-0.6041936,-0.42333174,1.4984884,0.9252451,-0.003198658,-0.36472306,-0.17881605,-0.27018142,-0.052865893,0.52535605,-0.42692155,-0.4535355,-0.7287292,-0.59537923,-0.7437987,-0.48335385,0.9276189,-0.18940209,1.2164792,-0.5236496,0.3546533,0.14653282,1.7044414,-0.20820692,-0.41272715,-0.13053028,1.1327496,0.6198938,-0.41654634
42,eval_Internal,0,0,0,0,0,0,1.0181078,0.7028161,0.9191063,0.012568549,-0.7615211,-1.0161679,-0.9343898,-0.46295324,-0.22107653,-0.16045207,-0.62588924,-1.0659989,0.07315023,-0.26023528,-0.826505,1.2318304,-0.44151133,0.9297226,-0.50097257,1.1844491,2.836874,-0.4702642,-0.8626855,-0.6816315,0.1862526,-0.76195914,-0.3034472,0.05046321,-0.5253278,-0.66832936,-0.19093134,-0.5479839,0.14214796,0.2561365,-0.40413567,-0.48468354,0.35476652,0.079063095,-0.95454645,-0.6155388,-0.582442,-0.24682474,-0.4098904,2.4315798,1.5726347,1.4031053,-0.44244817,-0.057125613,-0.26260075,-0.089014545,1.9844304,2.2762241,0.013417884,-0.13321672,-0.8288662,-0.94161135,-1.0366557,0.2054225,-0.39972037,0.41035077,-0.07568433,-0.22903687,0.11303038,-0.48304647,-0.54517925,-0.68252724,-0.99162984,-0.5913536,-0.49506265,-0.64650524,0.9601618,-0.72918105,-0.51903015,1.443058,1.1562254,-0.32357618,-0.3307726,-0.43280187,-0.26819208,0.2824729,0.3121265,-0.4720335,-0.53584677,-0.78571504,-0.77670753,-0.8720644,-0.5042527,0.6844567,-0.11384617,0.8571624,-0.707645,0.6949933,-0.15252057,1.565298,0.37439257,-0.428169,-0.01629739,1.0475006,0.32335284,-0.57641464
43,evalNewton,0,0,0,1,0,0,0.8546802,0.63798267,0.5485589,-0.18883507,-0.66770536,-0.9181888,-0.86047333,-0.44461185,-0.14380029,0.10185264,-0.5448873,-0.88641834,0.08960002,-0.26225153,-0.5743373,0.79049104,-0.35449606,0.97816175,-0.37978178,1.1793628,1.9726534,-0.5158136,-0.64798254,-0.61443084,0.27581888,-0.54490167,-0.36197865,0.33615685,-0.41649652,-0.5946423,-0.09044856,-0.5999008,0.015626803,0.038719673,-0.43540314,-0.35701537,0.5312027,-0.030392742,-0.6785923,-0.58840805,-0.49587068,-0.2986489,-0.4213071,1.6025217,1.3812948,0.9951515,-0.37033686,-0.21617666,-0.31423724,0.25395802,1.2911552,1.9715271,0.023302797,-0.29240602,-0.7265563,-0.74543446,-0.9216051,0.072875455,-0.27156413,0.19308199,-0.21250413,-0.27963215,0.02583285,-0.47643578,-0.45895618,-0.62277544,-0.8835137,-0.50061363,-0.46121386,-0.5772305,0.7678514,-0.6201497,-0.43897703,1.1489109,0.98440415,0.06047087,-0.22450674,-0.2846859,-0.30930975,-0.043610163,0.24670957,-0.33607125,-0.41479295,-0.7138131,-0.62422085,-0.7315296,-0.47316828,0.877264,-0.13864458,0.8895845,-0.53544265,0.4630211,0.23802754,1.5554281,-0.077003375,-0.36282054,-0.09950046,0.9210596,0.53946954,-0.4451592
44,evalWeightedProd,1,1,0,1,1,1,0.75736034,0.044199865,0.33535978,-0.1859292,-0.613714,-0.9369478,-0.79673713,-0.39342296,-0.31679058,-0.30557358,-0.53800625,-0.96342283,-0.025579924,-0.30339128,-0.68348813,0.6013859,-0.36353558,0.6443648,-0.33014262,1.017178,1.5559926,-0.55487895,-0.5004214,-0.72139925,0.21106297,-0.49327505,-0.33860475,0.339566,-0.461581,-0.600963,-0.26077592,-0.6541942,0.16419476,-0.10192154,-0.6049134,-0.49736118,0.43576312,0.0561191,-0.78277624,-0.64545983,-0.60913604,-0.4014177,-0.45810446,1.5620223,1.9901395,1.1010079,-0.47492814,-0.1428779,-0.3035336,0.038263828,1.6395632,2.5473754,-0.13077258,-0.38736272,-0.7845535,-0.78133416,-0.8034963,0.023027714,-0.4520363,0.02675706,-0.045026913,-0.3735764,0.03339006,-0.3980861,-0.5336789,-0.53028584,-0.94661033,-0.7511038,-0.5164189,-0.7732889,0.594781,-0.7335185,-0.5189178,1.5710324,0.8714433,0.25351617,0.057880912,-0.2663507,-0.28869963,-0.06820374,1.0481817,-0.48017523,-0.3868277,-0.61068696,-0.5884694,-0.76208556,-0.51925,0.7718027,-0.23698202,0.85465676,-0.4449068,0.28555945,0.22936824,1.4390174,-0.12963845,-0.45460057,-0.20668478,0.7696009,0.60903805,-0.40339866
45,find_diff,0,0,0,0,0,0,0.35154852,0.3944228,1.1829438,-0.114046425,-0.76341736,-0.9445584,-0.6428315,-0.3073459,-0.072841756,-0.29111403,-0.55131614,-0.9921733,0.28481072,-0.26157045,-0.6360762,1.6660768,-0.66728914,0.4935103,-0.47960538,1.012577,2.673962,-0.46286297,-0.79086363,-0.6087208,-0.14700894,-0.54526496,-0.3470401,0.3125639,-0.4290457,-0.54930377,-0.51258373,-0.7094239,0.072303385,0.52177167,-0.53605014,-0.36674598,0.32324526,-0.11753533,-0.81975365,-0.5555989,-0.5414963,-0.28398144,-0.4158255,2.675234,1.3653853,0.5789159,-0.42560422,-0.2740859,-0.20259754,0.13097651,0.9157878,1.973701,0.26834613,-0.20351996,-0.7372989,-0.8201771,-1.1012269,0.040672023,-0.3716314,0.51909417,-0.2515438,-0.38944992,-0.085371576,-0.46940872,-0.52300245,-0.5885058,-0.936208,-0.46731818,-0.4660617,-0.547654,1.1403356,-0.67130053,-0.50651646,0.7592042,1.2732378,-0.012072491,-0.5639554,-0.5266113,-0.2993728,0.0885751,0.17175065,-0.35510147,-0.54619384,-0.7466414,-0.70905113,-0.76514673,-0.46589226,0.5773138,-0.27233228,0.58961385,-0.64045125,0.58815336,0.2013119,1.1610374,0.28673622,-0.4522735,-0.14012708,0.87066567,0.1174434,-0.5039177
46,find_euc_Dist,0,1,0,1,1,1,0.3967731,0.2812465,0.62203896,0.10146343,-0.6612992,-1.0098902,-0.9100536,-0.39609098,-0.26747644,0.02876068,-0.6617754,-0.99180824,0.1528096,-0.23400992,-0.67978036,0.79976434,-0.6055493,1.0546916,-0.38862428,0.8009819,2.43426,-0.45117393,-0.42183527,-0.65061367,0.1897624,-0.51240486,-0.33697522,-0.10287887,-0.4295327,-0.6386002,-0.22051102,-0.56834644,-0.1060591,0.13767585,-0.61754733,-0.33420995,0.6323327,-0.20603898,-0.9729718,-0.6710102,-0.54125935,-0.27244896,-0.43264195,1.6646137,1.37522,0.52096456,-0.37005478,-0.2514487,-0.37701198,0.95856714,1.1496577,1.9221873,-0.00047730884,-0.16966031,-0.7763855,-0.8315227,-0.9155668,-0.01927426,-0.39908433,0.13785475,-0.059752982,-0.40692192,-0.0492827,-0.49656993,-0.51733315,-0.49172452,-0.9402356,-0.86741805,-0.46998686,-0.73472685,0.6852815,-0.83127755,-0.53436506,0.738183,0.6844072,-0.3054118,0.02783516,-0.38241622,-0.44938242,-0.13655557,0.9297483,-0.574109,-0.5148612,-0.5823084,-0.7073585,-0.7518885,-0.49460343,1.0688866,0.6699111,0.5551561,-0.5053867,0.42273822,0.120675765,1.0118433,-0.015165571,-0.54890054,0.030789783,0.6075692,0.042999726,-0.4838931
47,find_magnitude,1,1,1,1,1,1,0.49288926,0.29901704,0.43426907,0.237302,-0.59254444,-1.0459267,-1.0088664,-0.43153143,-0.34346068,0.15900515,-0.6848285,-0.9772207,0.1399224,-0.23984343,-0.7204394,0.43031424,-0.61503214,1.1723762,-0.34738725,0.82094675,2.182842,-0.4503819,-0.29648608,-0.6815512,0.25153404,-0.50922817,-0.3414053,-0.3368856,-0.42591026,-0.69482183,-0.14458555,-0.5110535,-0.13250843,-0.053533606,-0.65001154,-0.34407544,0.69062686,-0.22514579,-1.0307976,-0.7101822,-0.5547494,-0.29617324,-0.46397358,1.3232331,1.7083879,0.5446033,-0.38761562,-0.19286609,-0.42153743,1.1378332,1.3246026,1.9841614,0.0010318409,-0.13456438,-0.7891005,-0.8022105,-0.8621971,0.07445592,-0.4554856,0.19748098,-0.006561631,-0.38631624,-0.12484875,-0.43388268,-0.50586605,-0.49846584,-0.98446774,-0.92866683,-0.45767125,-0.81326985,0.41254783,-0.87672216,-0.5300238,0.85447234,0.5838201,-0.40808436,0.0853115,-0.330688,-0.4639299,-0.23759437,1.0629967,-0.6695424,-0.50838387,-0.5446731,-0.6458132,-0.7649417,-0.5051886,1.3433311,0.96662503,0.7306578,-0.45254105,0.19056453,-0.020426797,0.89738715,-0.1429657,-0.558791,0.08893542,0.67320955,0.005400479,-0.48370314
48,find_max,1,1,1,1,1,1,0.46036685,0.763444,0.83214796,-0.05608811,-0.7012065,-0.91847885,-0.7687901,-0.37047625,-0.098010324,-0.28458422,-0.54360944,-0.9979021,0.28779647,-0.25918669,-0.6268097,1.195835,-0.63608444,0.4590802,-0.37855113,1.2419223,2.3025806,-0.45046088,-0.72618747,-0.5970349,-0.1253224,-0.46824455,-0.37224942,-0.05407677,-0.39203,-0.62689453,-0.47096634,-0.6524307,0.08432785,0.29294267,-0.403974,-0.3292365,0.21462414,0.10455074,-0.86346775,-0.58152753,-0.54464895,-0.32901034,-0.44280514,2.0577955,1.7977182,0.5121959,-0.43737668,-0.37526873,-0.0441001,0.12234071,1.0828856,2.204702,0.22219534,-0.24579504,-0.7002726,-0.7984753,-1.0523676,-0.029084053,-0.38768062,0.40410256,-0.24393617,-0.3066543,-0.08675451,-0.45004922,-0.50402945,-0.62747127,-0.90857524,-0.4459462,-0.42041898,-0.62558717,0.6437974,-0.59608674,-0.45887542,1.2073928,1.2943392,-0.26986638,-0.4969792,-0.54536295,-0.04503722,0.013934498,0.32539523,-0.35746467,-0.5147348,-0.67887235,-0.41662443,-0.7825602,-0.45219475,0.8629364,0.12481004,0.6003591,-0.5498846,0.4061067,-0.04031995,0.6246776,0.15725134,-0.41787112,-0.116691194,0.9449017,-0.10542169,-0.46497712
